farmer_age,years_experience,land_acres,annual_farm_revenue,alt_income_source,alt_annual_income,total_annual_income,collateral_type,collateral_value,credit_score,loan_amount_requested,approved
51,30,4.86,123406.89,Dairy,74703,198109.89,Land Title Deeds,470585.74,553,211962.95,1
34,10,97.76,3063563.36,None,0,3063563.36,Land Title Deeds,5163094.23,416,2543250.38,1
57,33,59.2,2023444.24,None,0,2023444.24,Land Title Deeds,5897577.94,603,1562645.6,1
67,45,90.39,2970539.31,Government Pension,95105.06,3065644.37,Land Title Deeds,5378456.53,605,2295149.47,1
36,14,11.39,326188.05,None,0,326188.05,Land Title Deeds,984655.67,574,314620.06,1
59,36,79.92,1836945.96,Government Pension,45956.78,1882902.74,Land Title Deeds,6292908.73,580,2072534.4,1
48,26,41.24,1363573.34,Dairy,98598.27,1462171.62,Land Title Deeds,2828399.01,642,1117283.33,1
32,10,74.55,2372139.57,None,0,2372139.57,Tractor/Machinery,1050541.56,588,1937159.36,0
22,2,56.68,1396744.39,Dairy,157574.93,1554319.32,Land Title Deeds,3005484.15,648,1449572.44,1
63,42,35.98,1123556.29,None,0,1123556.29,Land Title Deeds,3210055.55,609,958378.4,1
29,7,63.08,1999637.86,Retail Shop,78985.69,2078623.55,Land Title Deeds,6269055.97,678,1675242.18,1
48,27,80.89,1729871.19,Agri-Services,132843.68,1862714.87,Land Title Deeds,6643752.19,840,2089556.45,1
60,38,54.65,1669504.87,None,0,1669504.87,Land Title Deeds,3394172.32,613,1399207.44,1
31,8,24.13,748147.72,Agri-Services,45410.99,793558.71,Land Title Deeds,1906106.26,596,675314.62,1
23,0,76.16,1971529.23,Dairy,194571,2166100.23,Tractor/Machinery,916962.06,678,2002862.89,1
24,2,20.47,722056.38,Poultry,88868.08,810924.46,Land Title Deeds,1818830.23,678,559179.04,1
63,43,73.82,2477047.74,None,0,2477047.74,Land Title Deeds,6877677.29,683,1913350.52,1
31,11,69.87,2386195.78,Dairy,106218.96,2492414.74,Land Title Deeds,4252567.47,715,1769111.1,1
73,50,20.04,365700.85,Dairy,76167.12,441867.97,Tractor/Machinery,1277814.92,496,549266.35,1
25,4,8.99,256128.44,Poultry,80728.54,336856.98,Land Title Deeds,700573.3,510,283948.38,1
23,3,43.06,1316606.16,Dairy,170570.07,1487176.23,Land Title Deeds,4091885.3,497,1095166.01,1
66,45,82.62,1492914.02,Poultry,296229.97,1789144,Land Title Deeds,4650573.62,632,2146420.32,1
23,3,54.13,1827806.26,None,0,1827806.26,Gold/Jewelry,684281.31,711,1369442.67,1
36,15,54.54,1053790.14,Dairy,192855.13,1246645.27,Land Title Deeds,3528038.88,686,1433356.62,1
23,2,23.22,550061.92,None,0,550061.92,Gold/Jewelry,552060.03,684,590949.31,1
28,4,72.16,1632357.05,None,0,1632357.05,Gold/Jewelry,511757.7,612,1902005.28,0
53,32,50.73,1759289.4,Dairy,166109.4,1925398.8,Land Title Deeds,2892754.79,474,1320823.69,1
43,21,63.45,1528906.46,Dairy,131768.91,1660675.38,Land Title Deeds,3462952,395,1625618.08,1
63,39,77,2838323.63,None,0,2838323.63,Land Title Deeds,4449420.93,505,1983893.52,1
46,23,70.3,2595514.56,Agri-Services,122241.4,2717755.96,Land Title Deeds,4373242.71,717,1815845.94,1
70,49,3.64,79396.95,Dairy,176660.27,256057.23,Land Title Deeds,350846.52,644,182796.7,1
33,13,83.21,1371991.24,Poultry,232471.46,1604462.69,None,0,664,2111325.96,0
72,50,64.5,2418223.07,Government Pension,131572.45,2549795.52,None,0,717,1625629.95,0
39,17,58.66,2145665.52,None,0,2145665.52,Tractor/Machinery,1243386.41,725,1548945.52,1
71,48,68.61,2359675.07,Retail Shop,41729.14,2401404.22,Land Title Deeds,3451244.61,598,1762082.14,1
73,50,54.73,1523922.5,Agri-Services,86970.37,1610892.87,Land Title Deeds,4157812.71,552,1436095.33,1
50,30,69.72,2190307.17,None,0,2190307.17,Land Title Deeds,4638973.09,731,1809693.19,1
61,40,13.79,301018.21,None,0,301018.21,Land Title Deeds,1293690.67,662,379821.99,1
23,0,85.7,2863880.34,None,0,2863880.34,Gold/Jewelry,636587.29,695,2157071.6,1
71,50,48.5,1600306.11,Government Pension,55226.31,1655532.41,Land Title Deeds,4163307.32,641,1244548.01,1
35,15,94.18,2009753.71,Poultry,184122.3,2193876.01,Gold/Jewelry,482012.88,610,2404473.5,1
75,50,89.76,2309079.29,None,0,2309079.29,Land Title Deeds,7748477.95,689,2278327.49,1
24,3,68.91,2070441.84,None,0,2070441.84,Land Title Deeds,5329742.69,670,1778904.19,1
22,0,96.58,2610522.74,Retail Shop,104412.28,2714935.03,Land Title Deeds,6658230.15,482,2453565.92,1
72,50,95.26,1744475.74,None,0,1744475.74,Land Title Deeds,4843816.33,641,2397124.82,1
58,35,6.59,197488.27,Retail Shop,105924.72,303412.99,Land Title Deeds,388554.98,850,249038.99,1
37,17,92.87,2864733.34,None,0,2864733.34,Fixed Deposit,439618.92,663,2387725.56,1
62,42,58.9,1258477.96,Dairy,146511.6,1404989.56,Land Title Deeds,4837520.11,725,1541592.76,1
36,12,64.32,1859525.67,Government Pension,102743.62,1962269.3,Land Title Deeds,4618127.56,538,1663172.67,1
21,0,8.04,262889.33,Poultry,98935.38,361824.71,Gold/Jewelry,837386.01,850,287432.06,1
72,48,47.97,1423627.45,Dairy,136951.19,1560578.64,Land Title Deeds,3393596.64,826,1209902.65,1
50,28,25.68,809201.45,Poultry,99319.41,908520.86,Land Title Deeds,2159810.51,690,680139.54,1
38,14,17.24,561914.08,None,0,561914.08,Land Title Deeds,1446238,548,530599.49,1
25,1,66.29,1607685.21,Agri-Services,93525.38,1701210.58,Land Title Deeds,5825992.09,746,1746948.33,1
68,48,66.12,2439376.24,None,0,2439376.24,Land Title Deeds,4416383.44,635,1748916.63,1
45,25,71.94,2696748.66,Agri-Services,87824.4,2784573.06,Land Title Deeds,4829879.28,525,1894351.06,1
36,14,4.51,135004.71,Government Pension,54096.48,189101.19,None,0,523,210123.33,0
49,25,96.72,3367413.03,None,0,3367413.03,Land Title Deeds,5665131.46,637,2437921.59,1
44,21,91.65,3287298.6,Poultry,217020.48,3504319.08,Tractor/Machinery,1101382.3,545,2379165.58,1
55,32,8.55,261718.43,Agri-Services,145717.03,407435.46,Land Title Deeds,723573.94,679,242896.19,1
58,35,40.42,1331795.23,Retail Shop,56618.05,1388413.28,Land Title Deeds,2221684.68,522,1108288.99,1
39,17,88.74,3916979.41,Retail Shop,63780.88,3980760.29,Land Title Deeds,6610358.48,609,2234300.78,1
56,32,86.66,2312850.54,Dairy,196378,2509228.53,Land Title Deeds,6977500.99,694,2226669.16,1
48,26,6.19,153537.99,None,0,153537.99,Land Title Deeds,373235.74,705,183041.27,1
26,6,14.08,511746.41,Poultry,193290.72,705037.13,Land Title Deeds,726433.06,614,396670.68,1
45,22,31.26,594829.76,None,0,594829.76,Land Title Deeds,2367667.52,613,800962.68,1
25,1,55.58,1231186.07,Poultry,135896.63,1367082.7,Land Title Deeds,3979218.92,647,1482579.7,1
38,15,37.28,1279039.37,Dairy,183755.33,1462794.7,Land Title Deeds,2785297.78,573,999313.67,1
39,17,2.23,98321.13,None,0,98321.13,Land Title Deeds,136858.95,697,96790.47,1
64,43,72.62,1748828.58,None,0,1748828.58,Land Title Deeds,5900273.75,717,1859512.74,1
73,49,78.84,3595326.02,Government Pension,74233.62,3669559.64,Land Title Deeds,5225224.47,746,2046781.76,1
39,18,45.31,943856.86,Poultry,234256.88,1178113.74,Land Title Deeds,3991144.31,557,1199465.65,1
72,50,97.54,2094863.82,None,0,2094863.82,Land Title Deeds,6891187.89,512,2516768.58,1
72,49,3.38,90109.36,Retail Shop,105260.56,195369.92,Land Title Deeds,272892.8,747,154126.35,1
28,4,32.49,1109817.82,Dairy,124253.33,1234071.16,Land Title Deeds,2995481.62,471,880103.32,1
50,30,20.99,917075.48,Poultry,99994.09,1017069.57,Land Title Deeds,1384548.68,599,550606.57,1
34,12,81.06,2347055.37,Dairy,67715.58,2414770.95,Land Title Deeds,5260541.6,709,2043537.36,1
23,0,74.27,2473055.09,None,0,2473055.09,Tractor/Machinery,1124116.64,683,1932069.75,1
45,22,79.45,3909637.89,None,0,3909637.89,Gold/Jewelry,970828.11,509,2061771.19,0
21,1,70.34,2632862.28,None,0,2632862.28,Tractor/Machinery,792276.79,550,1772386.88,0
39,16,12.47,506724.47,None,0,506724.47,Land Title Deeds,1029589.73,565,343328.93,1
22,1,20.65,827410.92,None,0,827410.92,Land Title Deeds,1790298.76,541,605612.6,1
55,32,17.28,501236.9,Poultry,240048.9,741285.81,Land Title Deeds,1146572.64,541,480575.41,1
37,15,44.75,1598291.01,None,0,1598291.01,Land Title Deeds,3224115.41,554,1191671.93,1
38,14,39.7,821094.82,None,0,821094.82,Tractor/Machinery,456401.17,611,1065496.09,1
38,15,93.5,2090684.8,None,0,2090684.8,Land Title Deeds,7693469.54,671,2380441.23,1
36,15,84.46,2800482.03,Poultry,115424.18,2915906.21,Land Title Deeds,6363355.28,613,2190466.32,1
49,29,83.35,3120878.39,None,0,3120878.39,Land Title Deeds,7955177.88,323,2111911.32,1
70,48,49.66,1619353.77,Agri-Services,144667.83,1764021.6,Gold/Jewelry,474884.31,724,1290125.81,1
41,19,62.87,2079620.98,None,0,2079620.98,Gold/Jewelry,996575.19,679,1606430.72,1
63,40,26.06,548415.12,None,0,548415.12,Land Title Deeds,1978916.29,561,740305.59,1
38,18,71.44,1339672.86,Retail Shop,93749.42,1433422.28,Land Title Deeds,5734296.25,545,1826694.61,1
27,5,28.28,817483.75,None,0,817483.75,Land Title Deeds,2696824.48,607,786331.62,1
42,18,79.67,3376453.75,Dairy,120490.84,3496944.59,Land Title Deeds,6925461.17,434,2022509.23,1
48,27,34.57,969798.89,None,0,969798.89,Land Title Deeds,1833079.32,460,908139.05,1
75,50,53.48,1599853.03,Poultry,126929.44,1726782.47,Land Title Deeds,4125504.92,585,1398026.04,1
61,41,3.33,89010.85,Agri-Services,84364.95,173375.81,Tractor/Machinery,651851.66,847,124127.31,1
70,46,92.83,2656057.53,Dairy,170621.68,2826679.21,Land Title Deeds,5344331.37,850,2413968.09,1
67,46,74.75,2307620.38,None,0,2307620.38,Land Title Deeds,5580935.83,601,1956216.14,1
70,50,32.28,1055754.37,Dairy,130692.72,1186447.1,Land Title Deeds,2804315.36,640,854539.89,1
57,34,34.78,1238140.07,Poultry,202522.48,1440662.55,Land Title Deeds,3439795.36,423,949884.87,1
31,7,23.17,572094.43,None,0,572094.43,Land Title Deeds,1414313.79,849,600385.64,1
47,23,77.15,2495053.19,None,0,2495053.19,Land Title Deeds,7553007.48,642,1990014.53,1
23,3,9.52,364794.04,Poultry,104628.68,469422.72,Land Title Deeds,552209.98,631,316966.17,1
44,22,3.9,84028.03,Retail Shop,85136.25,169164.28,Land Title Deeds,261659.63,718,165745.05,1
44,21,96.03,3469904.82,Retail Shop,98963.68,3568868.49,Land Title Deeds,6762093.18,584,2441835.46,1
67,43,61.96,2569304.43,None,0,2569304.43,Land Title Deeds,3831144.4,726,1613017.05,1
64,41,2.85,83229.79,Dairy,80283.01,163512.8,Land Title Deeds,238104.61,653,127936.73,1
33,11,82.61,3071762.79,None,0,3071762.79,Land Title Deeds,4449421.51,535,2148661.3,1
24,1,60.41,1843216.66,Poultry,214343.61,2057560.27,Land Title Deeds,4140479.14,557,1576417.79,1
36,12,92.36,3736268.47,Government Pension,131752.08,3868020.55,Land Title Deeds,6942727.92,490,2373071.7,1
32,10,27.42,748277.4,None,0,748277.4,Land Title Deeds,2531404.15,527,713681.19,1
55,32,97.64,3580676.03,None,0,3580676.03,Fixed Deposit,160697.13,722,2509253.32,1
68,44,66.38,2008454.27,Dairy,155445.71,2163899.98,Land Title Deeds,5670691.78,615,1733309.57,1
66,45,60.28,2503906.23,Dairy,58308.1,2562214.33,Tractor/Machinery,450299.29,537,1592474.01,1
63,39,36.4,1084086.9,Dairy,118596.48,1202683.39,Land Title Deeds,2966348.21,731,969641.12,1
63,39,14.84,402489.18,Agri-Services,101184.66,503673.84,Gold/Jewelry,878355.69,718,467813.36,1
55,34,52.24,1122057.63,None,0,1122057.63,Land Title Deeds,3619705.14,556,1335334.2,1
22,1,48.17,1676619.69,Agri-Services,56783.1,1733402.79,Land Title Deeds,4154585.32,734,1298469.92,1
32,9,52.86,1602362.19,Poultry,188960.23,1791322.42,Gold/Jewelry,721378.79,850,1362330.2,1
57,34,7.89,260412.09,None,0,260412.09,Land Title Deeds,652404.26,551,220128.1,1
55,35,82.02,2593814.2,Government Pension,83195.89,2677010.09,Land Title Deeds,5518476.3,537,2147360.98,1
60,37,10.84,303500.54,Dairy,136353.09,439853.64,Land Title Deeds,600253.29,704,307930.81,1
38,15,65.27,2093136.48,None,0,2093136.48,Tractor/Machinery,1389345.03,723,1706750.99,1
42,21,37.8,1128887.18,None,0,1128887.18,Land Title Deeds,2088639.11,813,1036532.94,1
66,44,25.19,435727.48,Poultry,199455.92,635183.4,Fixed Deposit,379306.19,850,641669.67,1
25,2,7.77,168571.44,None,0,168571.44,Land Title Deeds,640206.38,602,234685.4,1
29,9,83.81,2302868.54,Dairy,125448.92,2428317.46,Land Title Deeds,8072116.02,563,2136563.49,1
72,50,53.73,1431623.71,Government Pension,54838.99,1486462.71,Land Title Deeds,4593209.06,803,1425785.83,1
72,49,27.31,745961.89,Retail Shop,149341.8,895303.68,Land Title Deeds,1888654.4,347,707992.8,1
69,46,10.22,258470.47,Agri-Services,121467.25,379937.71,Land Title Deeds,836841.86,722,270791.33,1
52,32,93.66,3457821.67,Dairy,183578.24,3641399.9,Gold/Jewelry,697883.29,691,2372589.87,1
65,44,74.39,2549702.3,Retail Shop,75285.74,2624988.04,Land Title Deeds,6841091.26,798,1887190.78,1
72,50,7.57,191313.2,Dairy,82099.83,273413.03,Tractor/Machinery,946138.04,540,284037.88,1
47,23,21.54,667428.23,None,0,667428.23,Land Title Deeds,2031602.27,580,630403.94,1
42,22,36.58,1148479.2,Retail Shop,112836.82,1261316.02,Land Title Deeds,3575020.76,647,962598.96,1
34,14,11.28,247444.13,Agri-Services,40927.25,288371.38,Tractor/Machinery,1384667.77,698,341367.35,1
51,30,11.66,450921.81,None,0,450921.81,Land Title Deeds,1094304.9,661,354690.47,1
46,23,56.33,1523885.04,None,0,1523885.04,Tractor/Machinery,598202.9,720,1470248.83,1
33,10,51.5,1775616.01,None,0,1775616.01,Tractor/Machinery,1210390.2,571,1371499.05,0
57,35,82.33,3114597.75,None,0,3114597.75,Land Title Deeds,5223509.25,671,2150075.07,1
73,50,7.03,221913.45,None,0,221913.45,Land Title Deeds,414560.14,584,192431.6,1
74,50,73.13,2058661.28,Agri-Services,56754.23,2115415.51,Land Title Deeds,6701379.69,680,1855883.71,1
65,42,15.17,663035.26,Agri-Services,91984.43,755019.69,Land Title Deeds,1051092.6,698,404452.33,1
23,0,15.56,440446.97,Dairy,134382.8,574829.77,Land Title Deeds,952311.44,632,452034.74,1
60,39,98.06,3026138.3,None,0,3026138.3,Land Title Deeds,6452401.18,773,2531315.07,1
65,43,34.13,721717.68,Poultry,225047.95,946765.63,Tractor/Machinery,944232.35,485,900692.15,1
24,1,98.44,2236421.98,Dairy,196284.26,2432706.25,Gold/Jewelry,914405.5,686,2500383.25,1
75,50,13.3,418953.16,None,0,418953.16,Land Title Deeds,1033172.08,637,378648.72,1
75,50,81.99,3451885.89,Agri-Services,134925.9,3586811.79,Land Title Deeds,6634126.22,737,2137999.56,1
45,22,50.97,1062370.28,None,0,1062370.28,Land Title Deeds,3566219.92,643,1286895.13,1
35,12,13.86,318651.7,Government Pension,101461.58,420113.28,Fixed Deposit,487336.1,551,409536.42,1
27,4,59.61,1420719.26,Retail Shop,41181.52,1461900.78,Land Title Deeds,5432217.05,766,1521780.3,1
31,11,6.9,143869.62,Dairy,168886.14,312755.76,Land Title Deeds,636915.62,850,193599.72,1
61,39,20.86,581299.83,Agri-Services,101214.83,682514.65,Land Title Deeds,1656761.04,570,595348.85,1
70,48,47.64,1418611.73,None,0,1418611.73,Land Title Deeds,3231748.3,579,1284464.02,1
45,22,91.52,2861414.9,Agri-Services,57308.52,2918723.42,Land Title Deeds,8807170.91,725,2358290.96,1
47,24,64.88,2151828.47,None,0,2151828.47,Fixed Deposit,253185.56,738,1638011.93,1
24,4,13.99,433594.08,Agri-Services,56586.86,490180.95,Land Title Deeds,1235038.79,665,444555.2,1
53,33,55.37,1595706.02,Poultry,214311.85,1810017.87,Land Title Deeds,4070515.16,607,1468920.66,1
24,1,96.55,3153340.41,Dairy,139333.1,3292673.52,Land Title Deeds,5504234.49,710,2465567.19,1
73,50,33.45,1102290.62,Dairy,131652.08,1233942.7,Tractor/Machinery,1343893.94,509,919497.03,1
32,8,85.5,2659288.9,Retail Shop,145826.13,2805115.03,Tractor/Machinery,1005100.08,729,2182385.64,1
23,0,86.71,2934459.76,Agri-Services,46663.94,2981123.69,Tractor/Machinery,1433043.51,552,2220592.93,0
60,36,10.84,394364.32,None,0,394364.32,Tractor/Machinery,1279409.97,490,362544.9,1
33,9,61.39,1984471.32,None,0,1984471.32,Land Title Deeds,3581560.58,516,1594888.05,1
25,3,10.47,349876.42,Poultry,192905.76,542782.19,Tractor/Machinery,949761.58,703,324602.83,1
25,3,81.23,2230205.92,None,0,2230205.92,Land Title Deeds,6453388.36,553,2114475.89,1
61,37,14.57,458714.09,Dairy,98756.66,557470.75,Land Title Deeds,1068777.19,521,410917.95,1
55,35,76.22,2449471.78,Poultry,227260.28,2676732.06,Land Title Deeds,6476469.45,591,1937975.12,1
61,39,24.15,495641.55,Retail Shop,141921.34,637562.89,Land Title Deeds,1734469.75,748,690341.63,1
74,50,67.94,1554826.69,None,0,1554826.69,Land Title Deeds,5092423.57,768,1746795.81,1
49,25,29.18,1324518.41,Agri-Services,78821.77,1403340.17,Land Title Deeds,2851140.38,680,823367.1,1
66,43,61.5,1765152.9,Agri-Services,82182.68,1847335.57,Fixed Deposit,458736.32,789,1620694.36,1
59,38,88.26,1922808.43,None,0,1922808.43,Fixed Deposit,265144.51,551,2293118.46,0
46,24,8.97,326124.44,None,0,326124.44,Land Title Deeds,782101.45,586,239404.58,1
62,40,81.7,2280669.59,Agri-Services,87698.44,2368368.02,Land Title Deeds,4180381.92,794,2079163.67,1
27,5,86.95,2411716.09,Poultry,178516.17,2590232.26,Land Title Deeds,8134127.08,625,2191085.89,1
44,20,79.06,2261909.36,None,0,2261909.36,Land Title Deeds,7314135.21,796,2033297.5,1
54,30,15.35,552745.92,Poultry,266379.96,819125.88,Land Title Deeds,1114390.34,633,443548.69,1
33,13,17.2,273919.55,None,0,273919.55,Gold/Jewelry,406563.16,809,464184.88,1
67,47,22.61,499955.44,None,0,499955.44,Land Title Deeds,1184125.8,776,619841.43,1
35,11,59.52,2072054.98,None,0,2072054.98,Land Title Deeds,3021914.16,560,1513427.38,1
45,22,49.87,1518801.7,Poultry,184617.16,1703418.86,Land Title Deeds,2546333.43,830,1260715.48,1
74,50,23.53,748474.69,None,0,748474.69,Gold/Jewelry,301592.61,710,656828.13,1
41,20,79.69,2712536.11,Dairy,168852.28,2881388.38,Gold/Jewelry,478026.05,591,2065602.14,1
43,21,41.06,1261759.05,Dairy,65182.87,1326941.92,Land Title Deeds,2204617.93,666,1125998.59,1
42,19,24.66,317243.16,None,0,317243.16,Land Title Deeds,1647248.2,809,663162.45,1
52,28,18.97,304314.19,None,0,304314.19,Land Title Deeds,1845154.29,610,549056.78,1
52,32,66.13,1349517.85,None,0,1349517.85,Land Title Deeds,4267596.05,628,1730128.67,1
31,10,76.76,2967653.26,None,0,2967653.26,Fixed Deposit,230707.02,850,1959614.27,1
60,36,80.38,1570621.87,Agri-Services,93868.87,1664490.74,Land Title Deeds,7415672.3,586,2047459.36,1
37,15,74.26,1733485.29,Retail Shop,53513.87,1786999.16,Land Title Deeds,6199746.5,694,1899062.7,1
31,7,85.27,2910795.45,Dairy,60305.5,2971100.94,Land Title Deeds,6431517.61,682,2190572.61,1
23,0,32.28,776651.39,None,0,776651.39,Land Title Deeds,1768408.76,664,860063.15,1
72,50,46.21,1039206.45,None,0,1039206.45,Tractor/Machinery,1019473.51,692,1253623.77,1
64,41,81.26,2105335.73,None,0,2105335.73,Land Title Deeds,7074747.13,833,2047874.95,1
26,4,74.55,2545693.67,None,0,2545693.67,Land Title Deeds,4227421.94,609,1951001.72,1
24,3,14.27,384546.84,Government Pension,100004.37,484551.2,Gold/Jewelry,939561.89,712,408083.48,1
58,34,44.1,1121880.36,Retail Shop,130609.06,1252489.42,Land Title Deeds,4000528.36,669,1183849.37,1
66,46,31.19,684909.46,None,0,684909.46,Tractor/Machinery,737085.96,331,838751.77,0
57,33,70.49,2231916.71,Agri-Services,135260.44,2367177.16,Land Title Deeds,3806499.33,711,1810376.02,1
40,20,2.84,98485.02,None,0,98485.02,Fixed Deposit,264014.52,446,145256.53,1
35,12,3.25,94062.48,Dairy,147902.73,241965.21,Land Title Deeds,265725.1,631,177419.96,1
41,21,12.97,522813.16,Dairy,159472.72,682285.88,Land Title Deeds,667926.71,624,411781.72,1
31,8,14.8,621109.67,None,0,621109.67,Tractor/Machinery,1270217.07,605,415214.14,1
61,37,84.83,2867470.81,Agri-Services,97579.71,2965050.51,Land Title Deeds,5341213.76,722,2220324.15,1
30,6,39.58,1093181.85,Poultry,248941.73,1342123.57,Land Title Deeds,2901132.5,606,1025151.1,1
69,46,24.89,742113.92,Dairy,144348.06,886461.98,Land Title Deeds,1729696.78,746,682914.87,1
30,7,20.87,688038.15,Retail Shop,40452.93,728491.08,Gold/Jewelry,608374.6,497,557608.76,0
66,44,84.06,2150433.81,None,0,2150433.81,Land Title Deeds,6421612.63,603,2181506.52,1
58,35,49.38,897827.49,Government Pension,130101.51,1027929,None,0,617,1259245.25,0
51,30,21.06,575357.02,None,0,575357.02,Land Title Deeds,1433069.8,788,562701.76,1
72,50,49.14,1199322.82,Retail Shop,120542.04,1319864.86,Tractor/Machinery,433773.66,547,1263382.47,1
45,22,8.83,322991.44,None,0,322991.44,Land Title Deeds,494557.92,430,309133.96,0
54,34,45.58,1578321.26,Dairy,187510.36,1765831.62,Land Title Deeds,2736721.25,780,1170626.77,1
46,25,2.93,101819.93,Dairy,84756.46,186576.39,Land Title Deeds,165369.61,476,138523.87,1
68,44,14.76,546231.66,None,0,546231.66,Land Title Deeds,983996.2,670,466389.13,1
73,49,98.93,2464159.03,None,0,2464159.03,Tractor/Machinery,886522.29,530,2502432.35,0
71,50,9.81,270256,Dairy,183933.4,454189.41,Land Title Deeds,762954.03,609,257012.32,1
30,10,48.54,992167.21,None,0,992167.21,Land Title Deeds,4427343.2,637,1247898.29,1
47,26,16.72,417226.75,Dairy,193027.68,610254.43,None,0,677,431295.32,0
49,28,37.3,854919.19,Dairy,177049.95,1031969.13,Land Title Deeds,3508178.21,599,962485.43,1
33,10,21.82,881354.11,Dairy,182349.8,1063703.91,Land Title Deeds,2012826.74,507,625697.06,1
46,24,81.37,2156577.77,Dairy,82913.94,2239491.71,Land Title Deeds,4963578.7,600,2098741.39,1
29,7,98.14,2904991.02,Retail Shop,125925.37,3030916.4,Tractor/Machinery,507004.41,708,2487899.78,1
64,41,50.17,1677298.85,Dairy,89608.03,1766906.87,Tractor/Machinery,547301.28,687,1276416.73,1
36,13,74.01,2016938,Dairy,62058.7,2078996.69,Gold/Jewelry,232425.25,621,1937680.46,1
65,45,46.29,1384356.54,Dairy,124249.1,1508605.64,Land Title Deeds,3115078.6,730,1208817.78,1
51,31,29.04,1306050.67,Dairy,110357.8,1416408.47,Land Title Deeds,2084136.47,554,794603.23,1
47,24,86.97,3030532.44,Dairy,135469.82,3166002.26,Gold/Jewelry,681506.76,476,2273583.45,1
24,4,47.21,1543963.77,None,0,1543963.77,Land Title Deeds,4310049.5,750,1237139.55,1
68,47,56.34,2049457.02,Retail Shop,57163.64,2106620.66,Land Title Deeds,5055968.83,667,1477508.13,1
28,5,18.14,737723,Agri-Services,120155.53,857878.53,Land Title Deeds,1142937.66,571,535572.93,1
60,36,33.83,1252102.02,Dairy,121892.85,1373994.86,Tractor/Machinery,641813.22,574,941206.12,1
75,50,14.34,225702.36,None,0,225702.36,Land Title Deeds,794354.35,760,437162.82,1
22,0,28.97,1012316.71,Retail Shop,81850.77,1094167.48,Land Title Deeds,1853185.01,524,821981.41,1
62,42,95.69,2840311.34,None,0,2840311.34,Land Title Deeds,5299099.55,560,2474308.69,1
48,27,98.92,3665899.13,Agri-Services,147886.87,3813786,Land Title Deeds,5285011.75,713,2527110.31,1
26,3,93.59,3797455.64,None,0,3797455.64,None,0,740,2428713.29,0
43,23,50.53,1622749.1,Dairy,165910.24,1788659.34,Gold/Jewelry,605298.62,646,1279188.72,1
73,50,38.66,1713107.18,Dairy,128192.28,1841299.46,Land Title Deeds,2612762.15,561,985133.56,1
65,44,14.52,531861.89,Dairy,174640.84,706502.73,Land Title Deeds,766594.73,570,439086.69,1
33,11,10.46,378939.47,None,0,378939.47,Gold/Jewelry,399836.59,850,355102.48,1
56,34,30.37,1377982.98,None,0,1377982.98,Land Title Deeds,2175786.25,527,855372.65,1
73,49,31.12,1430404.14,Poultry,153382.63,1583786.77,Land Title Deeds,2104771.96,353,839787.12,1
33,12,82.69,2670209.75,None,0,2670209.75,Land Title Deeds,7214495.61,629,2156097.19,1
67,44,22.75,917425.17,Dairy,65613.13,983038.3,Land Title Deeds,1613983.07,501,580453.41,1
68,44,24.23,805531.15,Poultry,153176.36,958707.5,Gold/Jewelry,515127.85,564,622281.32,1
34,12,37.81,1383723.88,Dairy,160519.21,1544243.09,Land Title Deeds,1951792.15,611,1031838.76,1
32,11,32.67,721347.36,None,0,721347.36,Land Title Deeds,2827170.88,451,882853.77,1
40,18,81.8,2021601.29,None,0,2021601.29,Land Title Deeds,7463845.07,559,2065449.45,1
42,22,82.58,1393109.72,Dairy,141778.63,1534888.36,None,0,785,2145930.23,0
